sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,test_coverage,test_commit
30,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/maps/planet/TantrosPlanetGenerator.java:88,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/maps/planet/TantrosPlanetGenerator.java"", ""class"": ""TantrosPlanetGenerator"", ""method"": ""getBlock(Vec3 position)"", ""begin_line"": ""88"", ""end_line"": ""88""}",PASS_GE80,tests/src/test/java/tantros_batch/MindustryTantrosPlanetGeneratorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryTantrosPlanetGeneratorCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
31,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/net/ArcNetProvider.java:456,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/net/ArcNetProvider.java"", ""class"": ""PacketSerializer"", ""method"": ""write(ByteBuffer byteBuffer, Object o)"", ""begin_line"": ""456"", ""end_line"": ""456""}",PASS_GE80,tests/src/test/java/MindustryArcNetProviderCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryArcNetProviderCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
32,java,mysterious_name,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/common/src/main/java/stirling/software/common/util/PdfAttachmentHandler.java:184,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""app/common/src/main/java/stirling/software/common/util/PdfAttachmentHandler.java"", ""class"": ""PdfAttachmentHandler"", ""method"": ""calculateAnnotationRectangle(PDPage page, float x, float y)"", ""begin_line"": ""184"", ""end_line"": ""184""}",PASS_GE80,app/common/src/test/java/stirling/software/common/util/PdfAttachmentHandlerCoverageBoost_ESTest.java,./gradlew -PnoSpotless :common:cleanTest :common:test --tests stirling.software.common.util.PdfAttachmentHandlerCoverageBoost_ESTest --no-build-cache --no-daemon,82.1,bc351d8a349a
33,java,mysterious_name,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/CharRange.java:226,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""src/main/java/org/apache/commons/lang3/CharRange.java"", ""class"": ""CharRange"", ""method"": ""CharRange(char start, char end, final boolean negated)"", ""begin_line"": ""226"", ""end_line"": ""226""}",PASS_GE80,src/test/java/org/apache/commons/lang3/CharRangeTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CharRangeTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,0378b992b4bf
34,java,mysterious_name,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/StringUtils.java:5543,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""src/main/java/org/apache/commons/lang3/StringUtils.java"", ""class"": ""StringUtils"", ""method"": ""overlay(final String str, String overlay, int start, int end)"", ""begin_line"": ""5543"", ""end_line"": ""5543""}",PASS_GE80,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=StringUtilsTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,0378b992b4bf
35,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-admin-server/src/main/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandler.java:139,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-admin-server/src/main/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandler.java"", ""class"": ""AdminServerHandler"", ""method"": ""handleAddPrincipalReq(LocalKadmin localKadmin, XdrFieldInfo[] fieldInfos)"", ""begin_line"": ""139"", ""end_line"": ""139""}",PASS_GE80,kerby-kerb/kerb-admin-server/src/test/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandlerReviewOnlyTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -Dcheckstyle.skip=true -pl kerby-kerb/kerb-admin-server -am -Dtest=AdminServerHandlerReviewOnlyTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,7bb55dc78043
36,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-admin-server/src/main/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandler.java:178,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-admin-server/src/main/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandler.java"", ""class"": ""AdminServerHandler"", ""method"": ""handleDeletePrincipalReq(LocalKadmin localKadmin, XdrFieldInfo[] fieldInfos)"", ""begin_line"": ""178"", ""end_line"": ""178""}",PASS_GE80,kerby-kerb/kerb-admin-server/src/test/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandlerReviewOnlyTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -Dcheckstyle.skip=true -pl kerby-kerb/kerb-admin-server -am -Dtest=AdminServerHandlerReviewOnlyTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,7bb55dc78043
37,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-admin/src/main/java/org/apache/kerby/kerberos/kerb/admin/kadmin/remote/AdminHandler.java:137,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-admin/src/main/java/org/apache/kerby/kerberos/kerb/admin/kadmin/remote/AdminHandler.java"", ""class"": ""AdminHandler"", ""method"": ""onResponseMessageForList(AdminRequest adminRequest, ByteBuffer responseMessage)"", ""begin_line"": ""137"", ""end_line"": ""137""}",PASS_GE80,kerby-kerb/kerb-admin/src/test/java/org/apache/kerby/kerberos/kerb/admin/kadmin/remote/AdminHandlerReviewOnlyTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -Dcheckstyle.skip=true -pl kerby-kerb/kerb-admin -am -Dtest=AdminHandlerReviewOnlyTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,81.2,7bb55dc78043
38,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-tool/kdc-tool/src/main/java/org/apache/kerby/kerberos/tool/kadmin/command/AddPrincipalsCommand.java:100,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-tool/kdc-tool/src/main/java/org/apache/kerby/kerberos/tool/kadmin/command/AddPrincipalsCommand.java"", ""class"": ""AddPrincipalsCommand"", ""method"": ""addPrincipalForSize(int size, int existNumbers)"", ""begin_line"": ""100"", ""end_line"": ""100""}",PASS_GE80,kerby-tool/kdc-tool/src/test/java/org/apache/kerby/kerberos/tool/kadmin/KadminCommandCoverageBackfillTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -Dcheckstyle.skip=true -pl kerby-tool/kdc-tool -am -Dtest=KadminCommandCoverageBackfillTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,83.3,7bb55dc78043
39,java,mysterious_name,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-core/src/main/java/org/lionsoul/jcseg/segmenter/MostSeg.java:35,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jcseg-core/src/main/java/org/lionsoul/jcseg/segmenter/MostSeg.java"", ""class"": ""MostSeg"", ""method"": ""getNextCJKWord(int c, int pos)"", ""begin_line"": ""35"", ""end_line"": ""35""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/extractor/impl/TextRankKeyphraseExtractorCoverageBoost_ESTest.java;jcseg-core/src/test/java/org/lionsoul/jcseg/segmenter/DetectSegCoverageBoost_ESTest.java;jcseg-core/src/test/java/org/lionsoul/jcseg/segmenter/MostSegCoverageBoost_ESTest.java;jcseg-server/src/test/java/org/lionsoul/jcseg/json/JSONTokenerCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jcseg-core,jcseg-server -am -Dtest=DetectSegCoverageBoost_ESTest,JSONTokenerCoverageBoost_ESTest,MostSegCoverageBoost_ESTest,TextRankKeyphraseExtractorCoverageBoost_ESTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false",95.1,79d389b11e0d
40,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,annotations/src/main/java/mindustry/annotations/entity/EntityIO.java:121,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""annotations/src/main/java/mindustry/annotations/entity/EntityIO.java"", ""class"": ""EntityIO"", ""method"": ""writeSync(MethodSpec.Builder method, boolean write, Seq<Svar> allFields)"", ""begin_line"": ""121"", ""end_line"": ""121""}",PASS_GE80,tests/src/test/java/MindustryEntityIOCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryEntityIOCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
41,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,annotations/src/main/java/mindustry/annotations/impl/StructProcess.java:160,1.0,param=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""annotations/src/main/java/mindustry/annotations/impl/StructProcess.java"", ""class"": ""StructProcess"", ""method"": ""varSize(Svar var)"", ""begin_line"": ""160"", ""end_line"": ""160""}",PASS_GE80,tests/src/test/java/MindustryStructProcessCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryStructProcessCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
42,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,annotations/src/main/java/mindustry/annotations/remote/CallGenerator.java:99,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""annotations/src/main/java/mindustry/annotations/remote/CallGenerator.java"", ""class"": ""CallGenerator"", ""method"": ""makeWriter(TypeSpec.Builder typespec, MethodEntry ent, ClassSerializer serializer)"", ""begin_line"": ""99"", ""end_line"": ""99""}",PASS_GE80,tests/src/test/java/MindustryCallGeneratorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryCallGeneratorCoverageBoost_ESTest --no-build-cache --no-daemon,95.7,acde88dcdf
43,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,annotations/src/main/java/mindustry/annotations/remote/CallGenerator.java:147,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""annotations/src/main/java/mindustry/annotations/remote/CallGenerator.java"", ""class"": ""CallGenerator"", ""method"": ""makeReader(TypeSpec.Builder typespec, MethodEntry ent, ClassSerializer serializer)"", ""begin_line"": ""147"", ""end_line"": ""147""}",PASS_GE80,tests/src/test/java/MindustryCallGeneratorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryCallGeneratorCoverageBoost_ESTest --no-build-cache --no-daemon,96.8,acde88dcdf
44,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,annotations/src/main/java/mindustry/annotations/remote/CallGenerator.java:215,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""annotations/src/main/java/mindustry/annotations/remote/CallGenerator.java"", ""class"": ""CallGenerator"", ""method"": ""writeCallMethod(TypeSpec.Builder classBuilder, MethodEntry ent, boolean toAll, boolean forwarded)"", ""begin_line"": ""215"", ""end_line"": ""215""}",PASS_GE80,tests/src/test/java/MindustryCallGeneratorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryCallGeneratorCoverageBoost_ESTest --no-build-cache --no-daemon,91.7,acde88dcdf
45,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/GlobalVars.java:271,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/GlobalVars.java"", ""class"": ""GlobalVars"", ""method"": ""put(String name, Object value, boolean privileged, boolean hidden)"", ""begin_line"": ""271"", ""end_line"": ""271""}",PASS_GE80,tests/src/test/java/MindustryGlobalVarsCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryGlobalVarsCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
46,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LAssembler.java:62,1.0,name=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LAssembler.java"", ""class"": ""LAssembler"", ""method"": ""var(String symbol)"", ""begin_line"": ""62"", ""end_line"": ""62""}",PASS_GE80,core/src/test/java/MindustryLAssemblerCoverageBoost_ESTest.java,./gradlew :core:cleanTest :core:test --tests MindustryLAssemblerCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
47,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LAssembler.java:125,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LAssembler.java"", ""class"": ""LAssembler"", ""method"": ""putConst(String name, Object value)"", ""begin_line"": ""125"", ""end_line"": ""125""}",PASS_GE80,core/src/test/java/MindustryLAssemblerCoverageBoost_ESTest.java,./gradlew :core:cleanTest :core:test --tests MindustryLAssemblerCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
48,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LAssembler.java:140,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LAssembler.java"", ""class"": ""LAssembler"", ""method"": ""putVar(String name)"", ""begin_line"": ""140"", ""end_line"": ""140""}",PASS_GE80,core/src/test/java/MindustryLAssemblerCoverageBoost_ESTest.java,./gradlew :core:cleanTest :core:test --tests MindustryLAssemblerCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
49,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/world/blocks/logic/LogicBlock.java:750,1.0,local=var; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/world/blocks/logic/LogicBlock.java"", ""class"": ""LogicBuild"", ""method"": ""read(Reads read, byte revision)"", ""begin_line"": ""750"", ""end_line"": ""750""}",PASS_GE80,tests/src/test/java/MindustryLogicBlockReadCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLogicBlockReadCoverageBoost_ESTest --no-build-cache --no-daemon,80.0,acde88dcdf
50,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/core/NetClient.java:400,1.0,local=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/core/NetClient.java"", ""class"": ""NetClient"", ""method"": ""completeObjective(int index)"", ""begin_line"": ""400"", ""end_line"": ""400""}",PASS_GE80,tests/src/test/java/NetClientCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests NetClientCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
51,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/MapObjectivesCanvas.java:112,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/editor/MapObjectivesCanvas.java"", ""class"": ""MapObjectivesCanvas"", ""method"": ""query(MapObjective obj)"", ""begin_line"": ""112"", ""end_line"": ""112""}",PASS_GE80,tests/src/test/java/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java;tests/src/test/java/mapobjectives_batch/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryMapObjectivesCanvasCoverageBoost_ESTest --tests mapobjectives_batch.MindustryMapObjectivesCanvasCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf58
52,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/MapObjectivesCanvas.java:295,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/editor/MapObjectivesCanvas.java"", ""class"": ""ObjectiveTilemap"", ""method"": ""createTile(MapObjective obj)"", ""begin_line"": ""295"", ""end_line"": ""295""}",PASS_GE80,tests/src/test/java/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java;tests/src/test/java/mapobjectives_batch/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryMapObjectivesCanvasCoverageBoost_ESTest --tests mapobjectives_batch.MindustryMapObjectivesCanvasCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf58
53,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/MapObjectivesCanvas.java:299,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/editor/MapObjectivesCanvas.java"", ""class"": ""ObjectiveTilemap"", ""method"": ""createTile(int x, int y, MapObjective obj)"", ""begin_line"": ""299"", ""end_line"": ""299""}",PASS_GE80,tests/src/test/java/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java;tests/src/test/java/mapobjectives_batch/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryMapObjectivesCanvasCoverageBoost_ESTest --tests mapobjectives_batch.MindustryMapObjectivesCanvasCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf58
54,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/MapObjectivesCanvas.java:303,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/editor/MapObjectivesCanvas.java"", ""class"": ""ObjectiveTilemap"", ""method"": ""createTile(int x, int y, MapObjective obj, boolean force)"", ""begin_line"": ""303"", ""end_line"": ""303""}",PASS_GE80,tests/src/test/java/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java;tests/src/test/java/mapobjectives_batch/MindustryMapObjectivesCanvasCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryMapObjectivesCanvasCoverageBoost_ESTest --tests mapobjectives_batch.MindustryMapObjectivesCanvasCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf58
55,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/MapObjectivesDialog.java:208,1.0,local=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/editor/MapObjectivesDialog.java"", ""class"": ""MapObjectivesDialog"", ""method"": ""BaseDialog(\""@add\"")"", ""begin_line"": ""208"", ""end_line"": ""208""}",PASS_GE80,tests/src/test/java/mapobjectives_batch/MindustryMapObjectivesDialogCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests mapobjectives_batch.MindustryMapObjectivesDialogCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
56,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/MapObjectivesDialog.java:401,1.0,local=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/editor/MapObjectivesDialog.java"", ""class"": ""MapObjectivesDialog"", ""method"": ""defaultInterpreter()"", ""begin_line"": ""401"", ""end_line"": ""401""}",PASS_GE80,tests/src/test/java/mapobjectives_batch/MindustryMapObjectivesDialogCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests mapobjectives_batch.MindustryMapObjectivesDialogCoverageBoost_ESTest --no-build-cache --no-daemon,94.7,acde88dcdf
57,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LAccess.java:88,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LAccess.java"", ""class"": ""LAccess"", ""method"": ""LAccess(boolean obj, String... params)"", ""begin_line"": ""88"", ""end_line"": ""88""}",PASS_GE80,tests/src/test/java/MindustryBacklogCoverageBoost_ESTest.java;tests/src/test/java/MindustryBlockLogicCoverageBoost_ESTest.java;tests/src/test/java/MindustryCoverageBoostHarness.java;tests/src/test/java/MindustryGameAiCoverageBoost_ESTest.java;tests/src/test/java/MindustryLogicCoverageBoost_ESTest.java;tests/src/test/java/MindustryLogicQueueCoverageBoost_ESTest.java;tests/src/test/java/MindustryTeamsUnitsCoverageBoost_ESTest.java;tests/src/test/java/MindustryUnitsCoverageBoost_ESTest.java;tests/src/test/java/NetClientCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryBacklogCoverageBoost_ESTest --tests MindustryBlockLogicCoverageBoost_ESTest --tests MindustryCoverageBoostHarness --tests MindustryGameAiCoverageBoost_ESTest --tests MindustryLogicCoverageBoost_ESTest --tests MindustryLogicQueueCoverageBoost_ESTest --tests MindustryTeamsUnitsCoverageBoost_ESTest --tests MindustryUnitsCoverageBoost_ESTest --tests NetClientCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf58
58,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LExecutor.java:530,1.0,local=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LExecutor.java"", ""class"": ""ControlI"", ""method"": ""run(LExecutor exec)"", ""begin_line"": ""530"", ""end_line"": ""530""}",PASS_GE80,tests/src/test/java/MindustryLExecutorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLExecutorCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
59,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LExecutor.java:1021,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LExecutor.java"", ""class"": ""PrintI"", ""method"": ""toString(Object obj)"", ""begin_line"": ""1021"", ""end_line"": ""1021""}",PASS_GE80,tests/src/test/java/MindustryLExecutorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLExecutorCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
60,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LVar.java:37,1.0,name=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/logic/LVar.java"", ""class"": ""LVar"", ""method"": ""obj()"", ""begin_line"": ""37"", ""end_line"": ""37""}",PASS_GE80,tests/src/test/java/MindustryGlobalVarsCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryGlobalVarsCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,acde88dcdf
61,java,mysterious_name,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/controller/api/misc/DecompressPdfController.java:62,1.0,local=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/controller/api/misc/DecompressPdfController.java"", ""class"": ""DecompressPdfController"", ""method"": ""processAllObjects(PDDocument document)"", ""begin_line"": ""62"", ""end_line"": ""62""}",PASS_GE80,app/core/src/test/java/stirling/software/SPDF/controller/api/misc/DecompressPdfControllerCoverageBoost_ESTest.java,./gradlew -PnoSpotless :stirling-pdf:cleanTest :stirling-pdf:test --tests stirling.software.SPDF.controller.api.misc.DecompressPdfControllerCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,bc351d8a349a
62,java,mysterious_name,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/controller/api/misc/DecompressPdfController.java:73,1.0,param=obj; reason=low_info_name; label_strength=medium_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/controller/api/misc/DecompressPdfController.java"", ""class"": ""DecompressPdfController"", ""method"": ""processObject(COSBase obj, Set<COSBase> processed)"", ""begin_line"": ""73"", ""end_line"": ""73""}",PASS_GE80,app/core/src/test/java/stirling/software/SPDF/controller/api/misc/DecompressPdfControllerCoverageBoost_ESTest.java,./gradlew -PnoSpotless :stirling-pdf:cleanTest :stirling-pdf:test --tests stirling.software.SPDF.controller.api.misc.DecompressPdfControllerCoverageBoost_ESTest --no-build-cache --no-daemon,100.0,bc351d8a349a
