sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,verification_mode,test_coverage,test_commit,target_context_json
31,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/core/NetServer.java:method=adminRequest|line=786,0.625,"switch_count=1; case_count=5; default_count=0; max_branches=5; density=5.00; loc=48; review_priority=B_review; context=@Remote(targets = Loc.client, called = Loc.server) / public static void adminRequest(Player player, Player other, AdminAction action, Object params){ / if(!player.admin && !player.isLocal()){ / warn(""ACCESS DENIED: Player @ / @ attempted to perform admin action '@' on '@' without proper security access."", / player.plainName(), player.con == null ? ""null"" : player.con.address, action.name(), other == null ? null : other.plainName()); / return; / } /  / if(other == null || ((other.admin && !player",1,1,"{""file"": ""core/src/mindustry/core/NetServer.java"", ""class"": ""NetServer"", ""method"": ""adminRequest"", ""begin_line"": ""786"", ""end_line"": ""833""}",PASS_GE80,tests/src/test/java/MindustryNetServerCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryNetServerCoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,96.6,acde88dcdf,"{""target_class"":""NetServer""}"
32,java,switch_statements,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-core/src/main/java/org/lionsoul/jcseg/sentence/SentenceSeg.java:method=next|line=76,0.917,"switch_count=3; case_count=22; default_count=3; max_branches=17; density=7.33; loc=99; review_priority=A_strong; context=public Sentence next() throws IOException / { / gIsb.clear(); / int c, pos = -1; /  / while ( (c = readNext()) != -1 ) { / //clear the whitespace of the beginning / if ( StringUtil.isWhitespace(c) ) continue; / if ( c == '\n' || c == '\t' || c == '…' ) continue; / if ( StringUtil.isCnPunctuation(c) ) {",1,1,"{""file"": ""jcseg-core/src/main/java/org/lionsoul/jcseg/sentence/SentenceSeg.java"", ""class"": ""SentenceSeg"", ""method"": ""next"", ""begin_line"": ""76"", ""end_line"": ""174""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/test/CoreCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jcseg-core -Dtest=CoreCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,93.0,79d389b11e0d,"{""target_class"":""SentenceSeg""}"
33,java,switch_statements,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-server/src/main/java/org/lionsoul/jcseg/json/XMLTokener.java:method=nextToken|line=219,1.000,"switch_count=2; case_count=20; default_count=1; max_branches=21; density=10.00; loc=74; review_priority=A_strong; context=public Object nextToken() throws JSONException { / char c; / char q; / StringBuilder sb; / do { / c = next(); / } while (Character.isWhitespace(c)); / switch (c) { / case 0: / throw syntaxError(""Misshaped element"");",1,1,"{""file"": ""jcseg-server/src/main/java/org/lionsoul/jcseg/json/XMLTokener.java"", ""class"": ""XMLTokener"", ""method"": ""nextToken"", ""begin_line"": ""219"", ""end_line"": ""292""}",PASS_GE80,jcseg-server/src/test/java/org/lionsoul/jcseg/json/XMLTokenerCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jcseg-server -am -Dtest=XMLTokenerCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,90.0,de61ba7f96d2,"{""target_class"":""XMLTokener""}"
34,java,switch_statements,canal-1.1.8,/opt/projects/canal-1.1.8,server/src/main/java/com/alibaba/otter/canal/admin/handler/SessionHandler.java:method=messageReceived|line=33,0.469,"switch_count=4; case_count=15; default_count=4; max_branches=19; density=3.75; loc=108; review_priority=A_strong; context=public void messageReceived(ChannelHandlerContext ctx, MessageEvent e) throws Exception { / logger.info(""message receives in session handler...""); / ChannelBuffer buffer = (ChannelBuffer) e.getMessage(); / Packet packet = Packet.parseFrom(buffer.readBytes(buffer.readableBytes()).array()); / try { / String action = null; / String message = null; / String destination = null; / switch (packet.getType()) { / case SERVER:",1,1,"{""file"": ""server/src/main/java/com/alibaba/otter/canal/admin/handler/SessionHandler.java"", ""class"": ""SessionHandler"", ""method"": ""messageReceived"", ""begin_line"": ""33"", ""end_line"": ""140""}",PASS_GE80,server/src/test/java/com/alibaba/otter/canal/admin/handler/SessionHandlerCoverageBoostTest.java;server/src/test/java/com/alibaba/otter/canal/server/netty/handler/SessionHandlerCoverageBoostTest.java;server/src/test/java/com/alibaba/otter/canal/server/netty/handler/SessionHandlerCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl server -am -Dtest=SessionHandlerCoverageBoostTest,SessionHandlerCoverageBoost_ESTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test -DcloseTestReports=false",sample_optimized,100.0,60d4ee828f89,"{""target_class"":""SessionHandler""}"
35,java,switch_statements,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-server/src/main/java/org/lionsoul/jcseg/json/JSONTokener.java:method=nextString|line=252,0.875,"switch_count=2; case_count=14; default_count=2; max_branches=16; density=7.00; loc=49; review_priority=A_strong; context=public String nextString(char quote) throws JSONException { / char c; / StringBuilder sb = new StringBuilder(); / for (;;) { / c = this.next(); / switch (c) { / case 0: / case '\n': / case '\r': / throw this.syntaxError(""Unterminated string"");",1,1,"{""file"": ""jcseg-server/src/main/java/org/lionsoul/jcseg/json/JSONTokener.java"", ""class"": ""JSONTokener"", ""method"": ""nextString"", ""begin_line"": ""252"", ""end_line"": ""300""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/extractor/impl/TextRankKeyphraseExtractorCoverageBoost_ESTest.java;jcseg-core/src/test/java/org/lionsoul/jcseg/segmenter/DetectSegCoverageBoost_ESTest.java;jcseg-core/src/test/java/org/lionsoul/jcseg/segmenter/MostSegCoverageBoost_ESTest.java;jcseg-server/src/test/java/org/lionsoul/jcseg/json/JSONTokenerCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jcseg-core,jcseg-server -am -Dtest=DetectSegCoverageBoost_ESTest,JSONTokenerCoverageBoost_ESTest,MostSegCoverageBoost_ESTest,TextRankKeyphraseExtractorCoverageBoost_ESTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false",sample_optimized,100.0,79d389b11e0d,"{""target_class"":""JSONTokener""}"
36,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LStatements.java:method=rebuild|line=134,1.000,"switch_count=1; case_count=12; default_count=0; max_branches=12; density=12.00; loc=124; review_priority=A_strong; context=void rebuild(Table table){ / table.clearChildren(); /  / table.left(); /  / table.button(b -> { / b.label(() -> type.name()); / b.clicked(() -> showSelect(b, GraphicsType.all, type, t -> { / type = t; / if(type == GraphicsType.color){",1,1,"{""file"": ""core/src/mindustry/logic/LStatements.java"", ""class"": ""DrawStatement"", ""method"": ""rebuild"", ""begin_line"": ""134"", ""end_line"": ""257""}",PASS_GE80,tests/src/test/java/MindustryLStatementsCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLStatementsCoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,82.1,acde88dcdf,"{""target_class"":""DrawStatement""}"
37,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/Parser.java:method=readTermWithoutIdentifier()|line=4888,46.0,switch_count=1; case_count=46; density=46.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""readTermWithoutIdentifier()"", ""begin_line"": ""4888"", ""end_line"": ""5150""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,83.8,dc16063,"{""target_class"":""Parser""}"
38,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/mvstore/db/ValueDataType.java:method=readValue(ByteBuffer buff, TypeInfo columnType)|line=595",45.0,switch_count=2; case_count=45; density=22.50,1,1,"{""file"": ""h2/src/main/org/h2/mvstore/db/ValueDataType.java"", ""class"": ""ValueDataType"", ""method"": ""readValue(ByteBuffer buff, TypeInfo columnType)"", ""begin_line"": ""595"", ""end_line"": ""773""}",PASS_GE80,h2/src/test/org/h2/mvstore/db/TestValueDataTypeScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestValueDataTypeScope_ESTest test -DfailIfNoTests=false,sample_optimized,84.1,dc16063,"{""target_class"":""ValueDataType""}"
39,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/executable/ExecutableParser.java:method=parseELF(XHTMLContentHandler xhtml, Metadata metadata, InputStream tis, byte[] first4)|line=262",36.0,switch_count=3; case_count=36; density=12.00,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/executable/ExecutableParser.java"", ""class"": ""ExecutableParser"", ""method"": ""parseELF(XHTMLContentHandler xhtml, Metadata metadata, InputStream tis, byte[] first4)"", ""begin_line"": ""262"", ""end_line"": ""433""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/test/java/org/apache/tika/parser/executable/ExecutableParserTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module -am -Dtest=ExecutableParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,100.0,35b39522f220,"{""target_class"":""ExecutableParser""}"
40,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/value/ValueToObjectConverter2.java:method=readValueOther(Session session, ResultSet rs, int columnIndex, int type)|line=150",42.0,switch_count=1; case_count=42; density=42.00,1,1,"{""file"": ""h2/src/main/org/h2/value/ValueToObjectConverter2.java"", ""class"": ""ValueToObjectConverter2"", ""method"": ""readValueOther(Session session, ResultSet rs, int columnIndex, int type)"", ""begin_line"": ""150"", ""end_line"": ""427""}",PASS_GE80,h2/src/test/org/h2/jdbc/meta/TestDatabaseMetaServerScope_ESTest.java;h2/src/test/org/h2/mvstore/db/TestValueDataTypeScope_ESTest.java;h2/src/test/org/h2/test/unit/TestExpressionAndAggregateScope_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDatabaseMetaServerScope_ESTest,TestExpressionAndAggregateScope_ESTest,TestValueDataTypeScope_ESTest test -DfailIfNoTests=false",sample_optimized,85.1,dc16063b4fe3,"{""target_class"":""ValueToObjectConverter2""}"
41,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/Parser.java:method=readIfDataType1()|line=5748,30.0,switch_count=3; case_count=30; density=10.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""readIfDataType1()"", ""begin_line"": ""5748"", ""end_line"": ""5981""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,85.6,,"{""target_class"":""Parser""}"
42,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/executable/ExecutableParser.java:method=parsePE(XHTMLContentHandler xhtml, Metadata metadata, InputStream tis, byte[] first4)|line=116",23.0,switch_count=1; case_count=23; density=23.00,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/executable/ExecutableParser.java"", ""class"": ""ExecutableParser"", ""method"": ""parsePE(XHTMLContentHandler xhtml, Metadata metadata, InputStream tis, byte[] first4)"", ""begin_line"": ""116"", ""end_line"": ""257""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/test/java/org/apache/tika/parser/executable/ExecutableParserTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module -am -Dtest=ExecutableParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,100.0,35b39522f220,"{""target_class"":""ExecutableParser""}"
43,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/executable/ExecutableParser.java:method=parseMachO(XHTMLContentHandler xhtml, Metadata metadata, InputStream tis, byte[] first4)|line=438",21.0,switch_count=2; case_count=21; density=10.50,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/executable/ExecutableParser.java"", ""class"": ""ExecutableParser"", ""method"": ""parseMachO(XHTMLContentHandler xhtml, Metadata metadata, InputStream tis, byte[] first4)"", ""begin_line"": ""438"", ""end_line"": ""532""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/test/java/org/apache/tika/parser/executable/ExecutableParserTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module -am -Dtest=ExecutableParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,100.0,35b39522f220,"{""target_class"":""ExecutableParser""}"
44,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFEmbeddedHandler.java:method=processToken(RTFToken tok, RTFState rtfState, RTFGroupState closingGroup)|line=78",10.0,switch_count=2; case_count=10; density=5.00,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFEmbeddedHandler.java"", ""class"": ""RTFEmbeddedHandler"", ""method"": ""processToken(RTFToken tok, RTFState rtfState, RTFGroupState closingGroup)"", ""begin_line"": ""78"", ""end_line"": ""143""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFEmbeddedHandler_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=RTFEmbeddedHandler_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,94.6,cb4de1f,"{""target_class"":""RTFEmbeddedHandler""}"
45,java,switch_statements,commons-compress,/opt/projects/commons-compress,src/main/java/org/apache/commons/compress/harmony/internal/AttributeLayoutParser.java:method=readLayoutElement()|line=274,14.0,switch_count=1; case_count=14; density=14.00,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/harmony/internal/AttributeLayoutParser.java"", ""class"": ""AttributeLayoutParser"", ""method"": ""readLayoutElement()"", ""begin_line"": ""274"", ""end_line"": ""336""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java;src/test/java/org/apache/commons/compress/harmony/internal/AttributeLayoutParser_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=AttributeLayoutParser_ESTest,BZip2CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest,ZipArchiveInputStreamCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,96.4,c6148c966f88,"{""target_class"":""AttributeLayoutParser""}"
46,java,switch_statements,commons-compress,/opt/projects/commons-compress,"src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java:method=processPaxHeader(final String key, final String val, final Map<String, String> headers)|line=1633",16.0,switch_count=1; case_count=16; density=16.00,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java"", ""class"": ""TarArchiveEntry"", ""method"": ""processPaxHeader(final String key, final String val, final Map<String, String> headers)"", ""begin_line"": ""1633"", ""end_line"": ""1710""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,95.5,c6148c966f88,"{""target_class"":""TarArchiveEntry""}"
47,java,switch_statements,commons-compress,/opt/projects/commons-compress,"src/main/java/org/apache/commons/compress/harmony/unpack200/ClassBands.java:method=parseMetadata(final InputStream in, final String[] RxA, final int[] RxACount, final int[] backwardsCallCounts, final String contextName)|line=1026",13.0,switch_count=1; case_count=13; density=13.00,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/harmony/unpack200/ClassBands.java"", ""class"": ""ClassBands"", ""method"": ""parseMetadata(final InputStream in, final String[] RxA, final int[] RxACount, final int[] backwardsCallCounts, final String contextName)"", ""begin_line"": ""1026"", ""end_line"": ""1114""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java;src/test/java/org/apache/commons/compress/harmony/internal/AttributeLayoutParser_ESTest.java;src/test/java/org/apache/commons/compress/harmony/unpack200/BcBands_ESTest.java;src/test/java/org/apache/commons/compress/harmony/unpack200/ClassBands_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=AttributeLayoutParser_ESTest,BZip2CompressorInputStreamCoverageBoost_ESTest,BcBands_ESTest,BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,ClassBands_ESTest,SevenZFileCoverageBoost_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest,ZipArchiveInputStreamCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,83.9,c6148c966f88,"{""target_class"":""ClassBands""}"
48,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/OfficeParser.java:method=parse(DirectoryNode root, ParseContext context, Metadata metadata, XHTMLContentHandler xhtml)|line=211",13.0,switch_count=1; case_count=13; density=13.00,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/OfficeParser.java"", ""class"": ""OfficeParser"", ""method"": ""parse(DirectoryNode root, ParseContext context, Metadata metadata, XHTMLContentHandler xhtml)"", ""begin_line"": ""211"", ""end_line"": ""308""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/OfficeParserTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=OfficeParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,87.0,35b39522f220,"{""target_class"":""OfficeParser""}"
49,java,switch_statements,guava,/opt/projects/guava,android/guava/src/com/google/common/hash/Murmur3_128HashFunction.java:method=processRemaining(ByteBuffer bb)|line=127,15.0,switch_count=1; case_count=15; density=15.00,1,1,"{""file"": ""android/guava/src/com/google/common/hash/Murmur3_128HashFunction.java"", ""class"": ""Murmur3_128Hasher"", ""method"": ""processRemaining(ByteBuffer bb)"", ""begin_line"": ""127"", ""end_line"": ""169""}",PASS_GE80,android/guava-tests/test/com/google/common/hash/Murmur3Hash128Test.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=Murmur3Hash128Test test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,96.0,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""Murmur3_128Hasher""}"
50,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java:method=deserializePropertyValueFromPropertyID(OneNotePropertyId propertyID, ObjectSpaceObjectPropSet streams, ObjectStreamCounters counters)|line=1001",15.0,switch_count=1; case_count=15; density=15.00,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java"", ""class"": ""OneNotePtr"", ""method"": ""deserializePropertyValueFromPropertyID(OneNotePropertyId propertyID, ObjectSpaceObjectPropSet streams, ObjectStreamCounters counters)"", ""begin_line"": ""1001"", ""end_line"": ""1147""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=OneNotePtr_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,88.5,35b3952,"{""target_class"":""OneNotePtr""}"
51,java,switch_statements,tika,/opt/projects/tika,"tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/fsshttpb/streamobj/PropertySet.java:method=doDeserializeFromByteArray(byte[] byteArray, int startIndex)|line=74",15.0,switch_count=1; case_count=15; density=15.00,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/fsshttpb/streamobj/PropertySet.java"", ""class"": ""PropertySet"", ""method"": ""doDeserializeFromByteArray(byte[] byteArray, int startIndex)"", ""begin_line"": ""74"", ""end_line"": ""134""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/onenote/fsshttpb/streamobj/PropertySet_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=PropertySet_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,100.0,e567ce7ed7f285fffd97254ad8cc293deefe8b2e,"{""target_class"":""PropertySet""}"
52,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/BigIntegerMath.java:method=log2(BigInteger x, RoundingMode mode)|line=87",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/BigIntegerMath.java"", ""class"": ""BigIntegerMath"", ""method"": ""log2(BigInteger x, RoundingMode mode)"", ""begin_line"": ""87"", ""end_line"": ""122""}",PASS_GE80,android/guava-tests/test/com/google/common/math/BigIntegerMathCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=BigIntegerMathCoverageBoost_ESTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,93.8,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""BigIntegerMath""}"
53,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/BigIntegerMath.java:method=log10(BigInteger x, RoundingMode mode)|line=144",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/BigIntegerMath.java"", ""class"": ""BigIntegerMath"", ""method"": ""log10(BigInteger x, RoundingMode mode)"", ""begin_line"": ""144"", ""end_line"": ""207""}",PASS_GE80,android/guava-tests/test/com/google/common/math/BigIntegerMathCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=BigIntegerMathCoverageBoost_ESTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,80.0,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""BigIntegerMath""}"
